id,admin0_nom,admin1_nom,admin2_nom,Admin3_Nam,annee,homme,femme,source
346,Mali,Sikasso,Sikasso,Diomatene,2009,2149,2314,RGPH
347,Mali,Sikasso,Sikasso,Dogoni,2009,6452,6976,RGPH
348,Mali,Sikasso,Sikasso,Doumanaba,2009,6565,7297,RGPH
349,Mali,Sikasso,Sikasso,Fama,2009,5275,5489,RGPH
350,Mali,Sikasso,Sikasso,Farakala,2009,3676,3912,RGPH
351,Mali,Sikasso,Sikasso,Finkolo,2009,6988,7191,RGPH
352,Mali,Sikasso,Sikasso,Finkolo Ganadougou,2009,8635,8698,RGPH
353,Mali,Sikasso,Sikasso,Gongasso,2009,4215,4591,RGPH
354,Mali,Sikasso,Sikasso,Kabarasso,2009,4043,4443,RGPH
355,Mali,Sikasso,Sikasso,Kaboila,2009,13200,14098,RGPH
356,Mali,Sikasso,Sikasso,Kafouziela,2009,3108,3304,RGPH
357,Mali,Sikasso,Sikasso,Kapala,2009,5040,5245,RGPH
358,Mali,Sikasso,Sikasso,Kapolondougou,2009,6990,7679,RGPH
359,Mali,Sikasso,Sikasso,Kignan,2009,12809,13154,RGPH
360,Mali,Sikasso,Sikasso,Klela,2009,12199,12671,RGPH
361,Mali,Sikasso,Sikasso,Kofan,2009,4720,5578,RGPH
362,Mali,Sikasso,Sikasso,Kolokoba,2009,3548,4155,RGPH
363,Mali,Sikasso,Sikasso,Koumankou,2009,4457,4498,RGPH
364,Mali,Sikasso,Sikasso,Kouoro,2009,7532,7567,RGPH
365,Mali,Sikasso,Sikasso,Kourouma,2009,7138,7603,RGPH
366,Mali,Sikasso,Sikasso,Lobougoula,2009,14790,16428,RGPH
367,Mali,Sikasso,Sikasso,Miniko,2009,1678,1615,RGPH
368,Mali,Sikasso,Sikasso,Miria,2009,4649,5340,RGPH
369,Mali,Sikasso,Sikasso,Missirikoro,2009,2146,2259,RGPH
370,Mali,Sikasso,Sikasso,Sokourani Missirikoro,2009,1632,1740,RGPH
371,Mali,Sikasso,Sikasso,Natien,2009,18507,18870,RGPH
372,Mali,Sikasso,Sikasso,Niena,2009,4958,5086,RGPH
373,Mali,Sikasso,Sikasso,Nongo-Souala,2009,1920,1914,RGPH
374,Mali,Sikasso,Sikasso,N'tjikouna,2009,3283,3634,RGPH
375,Mali,Sikasso,Sikasso,Pimperna,2009,4482,4826,RGPH
376,Mali,Sikasso,Sikasso,Sanzana,2009,5479,5820,RGPH
377,Mali,Sikasso,Sikasso,Sikasso Commune,2009,114171,112447,RGPH
378,Mali,Sikasso,Sikasso,Tella,2009,3698,3909,RGPH
379,Mali,Sikasso,Sikasso,Tiankadi,2009,2230,2478,RGPH
380,Mali,Sikasso,Sikasso,Wateni,2009,3097,3110,RGPH
381,Mali,Sikasso,Sikasso,Zanferebougou,2009,2237,2416,RGPH
382,Mali,Sikasso,Sikasso,Zangaradougou,2009,3537,3724,RGPH
383,Mali,Sikasso,Sikasso,Zaniena,2009,3523,3595,RGPH
384,Mali,Segou,Baroueli,Baraoueli,2009,6446,6483,RGPH
385,Mali,Segou,Baroueli,Boidie,2009,10983,11073,RGPH
386,Mali,Segou,Baroueli,Dougoufie,2009,4541,4719,RGPH
387,Mali,Segou,Baroueli,Gouendo,2009,5212,5376,RGPH
388,Mali,Segou,Baroueli,Kalake,2009,7973,8536,RGPH
389,Mali,Segou,Baroueli,Konobougou,2009,18369,18867,RGPH
390,Mali,Segou,Segou,N'gara,2009,5693,6013,RGPH
391,Mali,Segou,Baroueli,N'gassola,2009,2829,2831,RGPH
392,Mali,Segou,Segou,Samine,2009,6076,6244,RGPH
393,Mali,Segou,Baroueli,Sanando,2009,16040,16603,RGPH
394,Mali,Segou,Baroueli,Somo,2009,3357,3518,RGPH
395,Mali,Segou,Baroueli,Tamani,2009,6307,6752,RGPH
396,Mali,Segou,Baroueli,Tesserla,2009,3054,3064,RGPH
397,Mali,Segou,Segou,Baguindabougou,2009,5154,5237,RGPH
398,Mali,Segou,Segou,Bellen,2009,3514,3401,RGPH
399,Mali,Segou,Segou,Boussin,2009,5534,5970,RGPH
400,Mali,Segou,Segou,Cinzana,2009,17974,18099,RGPH
401,Mali,Segou,Segou,Diedougou,2009,8238,8291,RGPH
402,Mali,Segou,Segou,Diganibougou,2009,7781,7839,RGPH
403,Mali,Segou,Segou,Dioro,2009,22715,23906,RGPH
404,Mali,Segou,Segou,Diouna,2009,16044,16505,RGPH
405,Mali,Segou,Segou,Dougabougou,2009,14039,13912,RGPH
406,Mali,Segou,Segou,Farako,2009,5686,6085,RGPH
407,Mali,Segou,Segou,Farakou Massa,2009,7090,7620,RGPH
408,Mali,Segou,Segou,Fatine,2009,12362,12782,RGPH
409,Mali,Segou,Segou,Kamiandougou,2009,7557,7620,RGPH
410,Mali,Segou,Segou,Katiena,2009,16982,17130,RGPH
411,Mali,Segou,Segou,Konodimini,2009,7802,8111,RGPH
412,Mali,Segou,Segou,Markala,2009,22577,23349,RGPH
413,Mali,Segou,Segou,Massala,2009,3619,3685,RGPH
414,Mali,Segou,Segou,N'koumandougou,2009,6828,6828,RGPH
415,Mali,Segou,Segou,Pelengana,2009,27796,28051,RGPH
416,Mali,Segou,Segou,Sakoiba,2009,9078,9208,RGPH
417,Mali,Segou,Segou,Sama Foulala,2009,3401,3631,RGPH
418,Mali,Segou,Segou,Sansanding,2009,11661,11738,RGPH
419,Mali,Segou,Segou,Sebougou,2009,7930,8320,RGPH
420,Mali,Segou,Segou,Segou Commune,2009,66819,66682,RGPH
421,Mali,Segou,Segou,Sibila,2009,9216,9889,RGPH
422,Mali,Segou,Segou,Soignebougou,2009,1547,1552,RGPH
423,Mali,Segou,Segou,Souba,2009,9872,10178,RGPH
424,Mali,Segou,Segou,Togou,2009,5345,5716,RGPH
425,Mali,Segou,Bla,Beguene,2009,5799,6101,RGPH
426,Mali,Segou,Bla,Bla,2009,22139,23335,RGPH
427,Mali,Segou,Bla,Diaramana,2009,9650,10403,RGPH
428,Mali,Segou,Bla,Diena,2009,4740,4762,RGPH
429,Mali,Segou,Bla,Dougouolo,2009,4230,4481,RGPH
430,Mali,Segou,Bla,Falo,2009,20313,20831,RGPH
431,Mali,Segou,Bla,Fani,2009,6709,7112,RGPH
432,Mali,Segou,Bla,Kazangasso,2009,2868,3133,RGPH
433,Mali,Segou,Bla,Kemeni,2009,6524,6898,RGPH
434,Mali,Segou,Bla,Korodougou,2009,5447,5889,RGPH
435,Mali,Segou,Bla,Koulandougou,2009,2328,2382,RGPH
436,Mali,Segou,Bla,Niala,2009,4947,5315,RGPH
437,Mali,Sikasso,Koutiala,Niantaga,2009,3231,3511,RGPH
438,Mali,Segou,Bla,Samabogo,2009,6338,6872,RGPH
439,Mali,Segou,Bla,Somasso,2009,5348,5600,RGPH
440,Mali,Segou,Bla,Tiemena,2009,5356,5813,RGPH
441,Mali,Segou,Bla,Touna,2009,14813,15586,RGPH
442,Mali,Segou,Bla,Yangasso,2009,10651,10965,RGPH
443,Mali,Segou,San,Baramandougou,2009,4510,4639,RGPH
444,Mali,Segou,San,Dah,2009,6436,6499,RGPH
445,Mali,Segou,San,Diakourouna,2009,5768,5931,RGPH
446,Mali,Segou,San,Dieli,2009,6813,7171,RGPH
447,Mali,Segou,San,Djeguena,2009,1953,2086,RGPH
448,Mali,Segou,San,Fion,2009,3195,3309,RGPH
449,Mali,Segou,San,Kaniegue,2009,3585,3535,RGPH
450,Mali,Segou,San,Karaba,2009,4285,4406,RGPH
451,Mali,Segou,San,Kassorola,2009,8134,8208,RGPH
452,Mali,Segou,San,Kava,2009,9079,9277,RGPH
453,Mali,Segou,San,Moribila,2009,5646,5898,RGPH
454,Mali,Segou,San,N'goa,2009,4527,4655,RGPH
455,Mali,Segou,San,Niamana,2009,6422,6750,RGPH
456,Mali,Segou,San,Niasso,2009,5067,5132,RGPH
457,Mali,Segou,San,N'torosso,2009,4783,4800,RGPH
458,Mali,Segou,San,Ouolon,2009,6653,6660,RGPH
459,Mali,Segou,San,San Commune,2009,33540,33427,RGPH
460,Mali,Segou,San,Siadougou,2009,8896,8848,RGPH
461,Mali,Segou,San,Somo,2009,1853,1891,RGPH
462,Mali,Segou,San,Sourountouna,2009,6142,6229,RGPH
463,Mali,Segou,San,Sy,2009,6371,6185,RGPH
464,Mali,Segou,San,Tene,2009,10211,10447,RGPH
465,Mali,Segou,San,Teneni,2009,3461,3539,RGPH
466,Mali,Segou,San,Tourakolomba,2009,3934,3943,RGPH
467,Mali,Segou,San,Waki,2009,4429,4455,RGPH
468,Mali,Segou,Niono,Diabaly,2009,17222,17102,RGPH
469,Mali,Segou,Niono,Dogofry,2009,16904,17109,RGPH
470,Mali,Segou,Niono,Kala Siguida,2009,10582,10761,RGPH
471,Mali,Segou,Niono,Mariko,2009,11795,11518,RGPH
472,Mali,Segou,Niono,Nampalari,2009,5571,5533,RGPH
473,Mali,Segou,Niono,Niono,2009,40469,41174,RGPH
474,Mali,Segou,Niono,Pogo,2009,8143,8182,RGPH
475,Mali,Segou,Niono,Siribala,2009,19101,18665,RGPH
476,Mali,Segou,Niono,Sirifila Boundy,2009,16195,16720,RGPH
477,Mali,Segou,Niono,Sokolo,2009,12521,12528,RGPH
478,Mali,Segou,Niono,Toridaga Ko,2009,14351,15415,RGPH
479,Mali,Segou,Niono,Yeredon Saniona,2009,8521,8789,RGPH
480,Mali,Segou,Tominian,Benena,2009,9039,8893,RGPH
481,Mali,Segou,Tominian,Diora,2009,8372,7633,RGPH
482,Mali,Segou,Tominian,Fangasso,2009,11871,11944,RGPH
483,Mali,Segou,Tominian,Koula,2009,8905,9184,RGPH
484,Mali,Segou,Tominian,Lanfiala,2009,4646,4795,RGPH
485,Mali,Segou,Tominian,Mafoune,2009,11600,11683,RGPH
486,Mali,Segou,Tominian,Mandiakuy,2009,10808,10279,RGPH
487,Mali,Segou,Tominian,Ouan,2009,4509,4599,RGPH
488,Mali,Segou,Tominian,Sanekuy,2009,8129,7605,RGPH
489,Mali,Segou,Tominian,Timissa,2009,8757,8823,RGPH
490,Mali,Segou,Tominian,Tominian,2009,12520,12533,RGPH
491,Mali,Segou,Tominian,Yasso,2009,7021,6809,RGPH
492,Mali,Segou,Macina,Boky Were,2009,7745,7657,RGPH
493,Mali,Segou,Macina,Folomana,2009,4201,4210,RGPH
494,Mali,Segou,Macina,Kokry Centre,2009,8781,8703,RGPH
495,Mali,Segou,Macina,Kolongo,2009,16552,17622,RGPH
496,Mali,Segou,Macina,Macina,2009,17721,18551,RGPH
497,Mali,Segou,Macina,Matomo,2009,7394,7633,RGPH
498,Mali,Segou,Macina,Monimpebougou,2009,16696,17258,RGPH
499,Mali,Segou,Macina,Saloba,2009,17041,17851,RGPH
500,Mali,Segou,Macina,Sana,2009,11432,11910,RGPH
501,Mali,Segou,Macina,Souleye,2009,4747,5120,RGPH
502,Mali,Segou,Macina,Tongue,2009,3542,3710,RGPH
503,Mali,Mopti,Mopti,Bassirou,2009,825,893,RGPH
504,Mali,Mopti,Mopti,Borondougou,2009,3945,4125,RGPH
505,Mali,Mopti,Mopti,Dialloube,2009,15212,15736,RGPH
506,Mali,Mopti,Mopti,Fatoma,2009,7140,7770,RGPH
507,Mali,Mopti,Mopti,Konna,2009,18308,18482,RGPH
508,Mali,Mopti,Mopti,Korombana,2009,14516,15225,RGPH
509,Mali,Mopti,Mopti,Koubaye,2009,3289,3282,RGPH
510,Mali,Mopti,Mopti,Kounari,2009,7539,7948,RGPH
511,Mali,Mopti,Mopti,Mopti Commune,2009,60080,60706,RGPH
512,Mali,Mopti,Mopti,Ouro Modi,2009,1566,1762,RGPH
513,Mali,Mopti,Mopti,Ouroube Doude,2009,6180,6044,RGPH
514,Mali,Mopti,Mopti,Sio,2009,11921,12209,RGPH
515,Mali,Mopti,Mopti,Socoura,2009,18803,18180,RGPH
516,Mali,Mopti,Mopti,Soye,2009,10760,10463,RGPH
517,Mali,Mopti,Bandiagara,Bandiagara Commune,2009,8847,8319,RGPH
518,Mali,Mopti,Bandiagara,Bara Sara,2009,7541,7492,RGPH
519,Mali,Mopti,Bandiagara,Borko,2009,3354,3677,RGPH
520,Mali,Mopti,Bandiagara,Dandoli,2009,4670,4909,RGPH
521,Mali,Mopti,Bandiagara,Diamnati,2009,6314,6834,RGPH
522,Mali,Mopti,Bandiagara,Dogani Bere,2009,2125,2294,RGPH
523,Mali,Mopti,Bandiagara,Doucoumbo,2009,9906,10929,RGPH
524,Mali,Mopti,Bandiagara,Dourou,2009,9666,9858,RGPH
525,Mali,Mopti,Koro,Kassa,2009,8996,9905,RGPH
526,Mali,Mopti,Bandiagara,Kende,2009,1805,1921,RGPH
527,Mali,Mopti,Bandiagara,Kendie,2009,12153,13329,RGPH
528,Mali,Mopti,Bandiagara,Lowol Gueou,2009,4527,4430,RGPH
529,Mali,Mopti,Bandiagara,Metoumou,2009,6394,7622,RGPH
530,Mali,Mopti,Bandiagara,Ondougou,2009,2585,3072,RGPH
531,Mali,Mopti,Bandiagara,Pelou,2009,2060,2287,RGPH
532,Mali,Mopti,Bandiagara,Pignari,2009,7740,8323,RGPH
533,Mali,Mopti,Bandiagara,Pignari Bana,2009,14464,15615,RGPH
534,Mali,Mopti,Bandiagara,Sangha,2009,15033,15765,RGPH
535,Mali,Mopti,Bandiagara,Segue Ire,2009,6762,8099,RGPH
536,Mali,Mopti,Bandiagara,Soroly,2009,3458,3838,RGPH
537,Mali,Mopti,Bandiagara,Timiri,2009,13628,14124,RGPH
538,Mali,Mopti,Bandiagara,Wadouba,2009,13382,14477,RGPH
539,Mali,Mopti,Bankass,Bankass,2009,15260,15216,RGPH
540,Mali,Mopti,Bankass,Baye,2009,7196,7453,RGPH
541,Mali,Mopti,Bankass,Diallassagou,2009,11256,11453,RGPH
542,Mali,Mopti,Bankass,Dimbal Habe,2009,8686,8996,RGPH
543,Mali,Mopti,Bankass,Kani Bozon,2009,6712,6370,RGPH
544,Mali,Mopti,Bankass,Koulogon Habe,2009,7146,7365,RGPH
545,Mali,Mopti,Bankass,Lessagou Habe,2009,7811,7741,RGPH
546,Mali,Mopti,Bankass,Ouonkoro,2009,11559,11143,RGPH
547,Mali,Mopti,Bankass,Segue,2009,10835,11232,RGPH
548,Mali,Mopti,Bankass,Sokoura,2009,19415,19150,RGPH
549,Mali,Mopti,Bankass,Soubala,2009,5278,5406,RGPH
550,Mali,Mopti,Bankass,Tori,2009,8819,9192,RGPH
551,Mali,Mopti,Youwarou,Bimbere Tama,2009,3990,4249,RGPH
552,Mali,Mopti,Youwarou,Deboye,2009,11537,11615,RGPH
553,Mali,Mopti,Youwarou,Dirma,2009,4045,4073,RGPH
554,Mali,Mopti,Youwarou,Dongo,2009,5687,5789,RGPH
555,Mali,Mopti,Youwarou,Farimake,2009,6035,5881,RGPH
556,Mali,Mopti,Youwarou,N'dodjiga,2009,11127,11182,RGPH
557,Mali,Mopti,Youwarou,Youwarou,2009,11577,11736,RGPH
558,Mali,Mopti,Djenne,Dandougou Fakala,2009,4688,4722,RGPH
559,Mali,Mopti,Djenne,Derrary,2009,3343,3619,RGPH
560,Mali,Mopti,Djenne,Djenne Commune,2009,13320,12947,RGPH
561,Mali,Mopti,Djenne,Fakala,2009,16709,17005,RGPH
562,Mali,Mopti,Djenne,Femaye,2009,7990,8334,RGPH
563,Mali,Mopti,Djenne,Kewa,2009,10834,11191,RGPH
564,Mali,Mopti,Djenne,Madiama,2009,5735,6098,RGPH
565,Mali,Mopti,Djenne,Nema Badenyakafo,2009,22925,23474,RGPH
566,Mali,Mopti,Djenne,Niansanari,2009,2353,2390,RGPH
567,Mali,Mopti,Djenne,Ouro Ali,2009,5309,5517,RGPH
568,Mali,Mopti,Djenne,Pondori,2009,4923,5068,RGPH
569,Mali,Mopti,Djenne,Togue Mourari,2009,4611,5308,RGPH
570,Mali,Mopti,Douentza,Dallah,2009,4092,4011,RGPH
571,Mali,Mopti,Douentza,Dangol Bore,2009,13202,13338,RGPH
572,Mali,Mopti,Douentza,Debere,2009,3435,3518,RGPH
573,Mali,Mopti,Douentza,Dianwely,2009,4356,4293,RGPH
574,Mali,Mopti,Douentza,Djaptodji,2009,18354,17878,RGPH
575,Mali,Mopti,Douentza,Douentza Commune,2009,12369,11636,RGPH
576,Mali,Mopti,Douentza,Gandamia,2009,3015,2946,RGPH
577,Mali,Mopti,Douentza,Haire,2009,15055,14953,RGPH
578,Mali,Mopti,Douentza,Hombori,2009,11551,11552,RGPH
579,Mali,Mopti,Douentza,Kerena,2009,2003,1900,RGPH
580,Mali,Mopti,Douentza,Korarou,2009,1833,1616,RGPH
581,Mali,Mopti,Douentza,Koubewel Koundia,2009,6451,6729,RGPH
582,Mali,Mopti,Douentza,Mondoro,2009,21863,20331,RGPH
583,Mali,Mopti,Douentza,Petaka,2009,2850,2703,RGPH
584,Mali,Mopti,Douentza,Tedie,2009,4265,4527,RGPH
585,Mali,Mopti,Koro,Bamba,2009,6388,7015,RGPH
586,Mali,Mopti,Koro,Barapireli,2009,21449,21413,RGPH
587,Mali,Mopti,Koro,Bondo,2009,9708,9884,RGPH
588,Mali,Mopti,Koro,Diankabou,2009,5789,5826,RGPH
589,Mali,Mopti,Koro,Dinangourou,2009,16278,16545,RGPH
590,Mali,Mopti,Koro,Diougani,2009,9655,9521,RGPH
591,Mali,Mopti,Koro,Dougoutene 1,2009,10334,10596,RGPH
592,Mali,Mopti,Koro,Dougoutene 2,2009,10221,10824,RGPH
593,Mali,Mopti,Koro,Koporo Pen,2009,9281,9485,RGPH
594,Mali,Mopti,Koro,Koporokendie Na,2009,9147,9357,RGPH
595,Mali,Mopti,Koro,Koro,2009,31495,31846,RGPH
596,Mali,Mopti,Koro,Madougou,2009,14113,14830,RGPH
597,Mali,Mopti,Koro,Pel Maoude,2009,6750,6909,RGPH
598,Mali,Mopti,Koro,Yoro,2009,9389,9720,RGPH
599,Mali,Mopti,Koro,Youdiou,2009,8221,8257,RGPH
600,Mali,Mopti,Tenenkou,Diafarabe,2009,7423,7484,RGPH
601,Mali,Mopti,Tenenkou,Diaka,2009,9652,9828,RGPH
602,Mali,Mopti,Tenenkou,Diondiori,2009,10117,10375,RGPH
603,Mali,Mopti,Tenenkou,Kareri,2009,13950,13853,RGPH
604,Mali,Mopti,Tenenkou,Ouro Ardo,2009,4987,5354,RGPH
605,Mali,Mopti,Tenenkou,Ouro Guire,2009,3942,4200,RGPH
606,Mali,Mopti,Mopti,Sasalbe,2009,2942,3054,RGPH
607,Mali,Mopti,Tenenkou,Sougoulbe,2009,4372,4883,RGPH
608,Mali,Mopti,Tenenkou,Tenenkou Commune,2009,5595,5679,RGPH
609,Mali,Mopti,Tenenkou,Togoro Kotia,2009,6658,6997,RGPH
610,Mali,Mopti,Tenenkou,Toguere-Coumbe,2009,13522,14053,RGPH
611,Mali,Tombouctou,Tombouctou,Alafia,2009,6362,6550,RGPH
612,Mali,Tombouctou,Tombouctou,Ber,2009,9950,9017,RGPH
613,Mali,Tombouctou,Tombouctou,Bourem Inaly,2009,4066,4489,RGPH
614,Mali,Tombouctou,Tombouctou,Lafia,2009,3807,3947,RGPH
615,Mali,Tombouctou,Tombouctou,Salam,2009,11705,9757,RGPH
616,Mali,Tombouctou,Tombouctou,Tombouctou,2009,27915,26714,RGPH
617,Mali,Tombouctou,Dire,Arham,2009,1358,1461,RGPH
618,Mali,Tombouctou,Dire,Binga,2009,2499,2616,RGPH
619,Mali,Tombouctou,Dire,Bourem Sidi Amar,2009,5462,6142,RGPH
620,Mali,Tombouctou,Dire,Dangha,2009,6426,6479,RGPH
621,Mali,Tombouctou,Dire,Dire,2009,10193,10144,RGPH
622,Mali,Tombouctou,Dire,Garbakoira,2009,2960,2691,RGPH
623,Mali,Tombouctou,Dire,Haibongo,2009,7110,7147,RGPH
624,Mali,Tombouctou,Dire,Kirchamba,2009,2090,2030,RGPH
625,Mali,Tombouctou,Dire,Kondi,2009,1548,1503,RGPH
626,Mali,Tombouctou,Dire,Sareyamou,2009,8417,8529,RGPH
627,Mali,Tombouctou,Dire,Tienkour,2009,3248,3279,RGPH
628,Mali,Tombouctou,Dire,Tindirma,2009,3208,3269,RGPH
629,Mali,Tombouctou,Dire,Tinguereguif,2009,1455,1446,RGPH
630,Mali,Tombouctou,Goundam,Adarmalane,2009,463,492,RGPH
631,Mali,Tombouctou,Goundam,Alzounoub,2009,2399,2078,RGPH
632,Mali,Tombouctou,Goundam,Bintagoungou,2009,4065,4248,RGPH
633,Mali,Tombouctou,Goundam,Douekire,2009,8999,9096,RGPH
634,Mali,Tombouctou,Goundam,Doukouria,2009,1468,1297,RGPH
635,Mali,Tombouctou,Goundam,Essakane,2009,5825,5533,RGPH
636,Mali,Tombouctou,Goundam,Gargando,2009,4405,4117,RGPH
637,Mali,Tombouctou,Goundam,Goundam Commune,2009,6225,6361,RGPH
638,Mali,Tombouctou,Goundam,Issa Bery,2009,1989,2137,RGPH
639,Mali,Tombouctou,Goundam,Kaneye,2009,1167,1165,RGPH
640,Mali,Tombouctou,Goundam,M'bouna,2009,1894,1937,RGPH
641,Mali,Tombouctou,Goundam,Razelma,2009,2322,2076,RGPH
642,Mali,Tombouctou,Goundam,Tele,2009,2959,2967,RGPH
643,Mali,Tombouctou,Goundam,Tilemsi,2009,3917,3475,RGPH
644,Mali,Tombouctou,Goundam,Tin Aicha,2009,1503,1474,RGPH
645,Mali,Tombouctou,Goundam,Tonka,2009,25698,27578,RGPH
646,Mali,Tombouctou,Gourma-Rharous,Bambara Maoude,2009,8315,8170,RGPH
647,Mali,Tombouctou,Gourma-Rharous,Banikane,2009,2836,2825,RGPH
648,Mali,Tombouctou,Gourma-Rharous,Gossi,2009,11677,12388,RGPH
649,Mali,Tombouctou,Gourma-Rharous,Hamzakoma,2009,4475,4609,RGPH
650,Mali,Tombouctou,Gourma-Rharous,Haribomo,2009,3716,3655,RGPH
651,Mali,Tombouctou,Gourma-Rharous,Inadiatafane,2009,1851,1706,RGPH
652,Mali,Tombouctou,Gourma-Rharous,Ouinerden,2009,3081,3020,RGPH
653,Mali,Tombouctou,Gourma-Rharous,Rharous,2009,12646,13641,RGPH
654,Mali,Tombouctou,Gourma-Rharous,Serere,2009,4246,4388,RGPH
655,Mali,Tombouctou,Niafunke,Banikane Narhawa,2009,10719,10554,RGPH
656,Mali,Tombouctou,Niafunke,Dianke,2009,5171,5276,RGPH
657,Mali,Tombouctou,Niafunke,Fittouga,2009,15014,15083,RGPH
658,Mali,Tombouctou,Niafunke,Koumaira,2009,7296,7135,RGPH
659,Mali,Tombouctou,Niafunke,Lere,2009,8640,8792,RGPH
660,Mali,Tombouctou,Niafunke,N'gorkou,2009,12381,12008,RGPH
661,Mali,Tombouctou,Niafunke,Soboundou,2009,20201,20224,RGPH
662,Mali,Tombouctou,Niafunke,Soumpi,2009,8547,8401,RGPH
663,Mali,Gao,Gao,Anchawadi,2009,10714,9845,RGPH
664,Mali,Gao,Gao,Gabero,2009,12179,13442,RGPH
665,Mali,Gao,Gao,Gao,2009,43593,42760,RGPH
666,Mali,Gao,Gao,Gounzoureye,2009,13445,13804,RGPH
667,Mali,Gao,Gao,N'tillit,2009,11396,10889,RGPH
668,Mali,Gao,Gao,Sony Aliber,2009,23472,24146,RGPH
669,Mali,Gao,Gao,Tilemsi,2009,5227,4623,RGPH
670,Mali,Gao,Ansongo,Ansongo,2009,14707,15384,RGPH
671,Mali,Gao,Ansongo,Bara,2009,7264,7828,RGPH
672,Mali,Gao,Ansongo,Bourra,2009,9397,9329,RGPH
673,Mali,Gao,Ansongo,Ouattagouna,2009,15153,15110,RGPH
674,Mali,Gao,Ansongo,Talataye,2009,7398,6625,RGPH
675,Mali,Gao,Ansongo,Tessit,2009,7142,6624,RGPH
676,Mali,Gao,Ansongo,Tin Hama,2009,5147,4845,RGPH
677,Mali,Gao,Bourem,Bamba,2009,13474,15142,RGPH
678,Mali,Gao,Bourem,Bourem,2009,13106,14382,RGPH
679,Mali,Gao,Bourem,Taboye,2009,9853,10788,RGPH
680,Mali,Gao,Bourem,Tarkint,2009,10241,8858,RGPH
681,Mali,Gao,Bourem,Temera,2009,9929,10587,RGPH
682,Mali,Gao,Menaka,Alata,2009,1597,1259,RGPH
683,Mali,Gao,Menaka,Anderamboukane,2009,9493,8597,RGPH
684,Mali,Gao,Menaka,Inekar,2009,2906,2515,RGPH
685,Mali,Gao,Menaka,Menaka,2009,11828,10831,RGPH
686,Mali,Gao,Menaka,Tidermene,2009,2958,2472,RGPH
687,Mali,Kidal,Kidal,Anefif,2009,2744,2375,RGPH
688,Mali,Kidal,Kidal,Kidal,2009,13996,11973,RGPH
689,Mali,Kidal,Tin-Essako,Intadjedite,2009,2992,2435,RGPH
690,Mali,Kidal,Tin-Essako,Tin Essako,2009,1402,1193,RGPH
691,Mali,Kidal,Abeibara,Abeibara,2009,2411,2138,RGPH
692,Mali,Kidal,Abeibara,Boghassa,2009,1765,1613,RGPH
693,Mali,Kidal,Abeibara,Tinzawatene,2009,1312,1057,RGPH
694,Mali,Kidal,Tessalit,Adjelhoc,2009,4139,3764,RGPH
695,Mali,Kidal,Kidal,Essouk,2009,1289,1089,RGPH
696,Mali,Kidal,Tessalit,Tessalit,2009,2959,2624,RGPH
697,Mali,Kidal,Tessalit,Timtaghene,2009,1326,1143,RGPH
698,Mali,Bamako,Bamako,Commune I,2009,168308,166587,RGPH
699,Mali,Bamako,Bamako,Commune II,2009,78690,80670,RGPH
700,Mali,Bamako,Bamako,Commune III,2009,63792,64874,RGPH
701,Mali,Bamako,Bamako,Commune IV,2009,152153,152373,RGPH
702,Mali,Bamako,Bamako,Commune V,2009,206749,206517,RGPH
703,Mali,Bamako,Bamako,Commune VI,2009,237951,231702,RGPH
