id,admin0_nom,admin1_nom,admin2_nom,admin3_nom,homme_1998,homme_2009,femme_1998,femme_2009,source
468,Mali,Segou,Niono,Diabaly,10076,17222,9955,17102,RGPH
469,Mali,Segou,Niono,Dogofry,10359,16904,10521,17109,RGPH
470,Mali,Segou,Niono,Kala Siguida,7184,10582,7308,10761,RGPH
471,Mali,Segou,Niono,Mariko,8544,11795,8365,11518,RGPH
472,Mali,Segou,Niono,Nampalari,3054,5571,2996,5533,RGPH
473,Mali,Segou,Niono,Niono,26868,40469,27383,41174,RGPH
474,Mali,Segou,Niono,Pogo,3866,8143,3621,8182,RGPH
475,Mali,Segou,Niono,Siribala,10357,19101,10209,18665,RGPH
476,Mali,Segou,Niono,Sirifila Boundy,12865,16195,13020,16720,RGPH
477,Mali,Segou,Niono,Sokolo,7059,12521,6974,12528,RGPH
478,Mali,Segou,Niono,Toridaga Ko,7633,14351,8100,15415,RGPH
479,Mali,Segou,Niono,Yeredon Saniona,5866,8521,6081,8789,RGPH
480,Mali,Segou,Tominian,Benena,3279,9039,3358,8893,RGPH
481,Mali,Segou,Tominian,Diora,6298,8372,6065,7633,RGPH
482,Mali,Segou,Tominian,Fangasso,9639,11871,9662,11944,RGPH
483,Mali,Segou,Tominian,Koula,7530,8905,7720,9184,RGPH
484,Mali,Segou,Tominian,Lanfiala,2847,4646,2908,4795,RGPH
485,Mali,Segou,Tominian,Mafoune,8446,11600,8644,11683,RGPH
486,Mali,Segou,Tominian,Mandiakuy,7945,10808,7818,10279,RGPH
487,Mali,Segou,Tominian,Ouan,3775,4509,3862,4599,RGPH
488,Mali,Segou,Tominian,Sanekuy,6217,8129,5927,7605,RGPH
489,Mali,Segou,Tominian,Timissa,4951,8757,4851,8823,RGPH
490,Mali,Segou,Tominian,Tominian,9444,12520,9598,12533,RGPH
491,Mali,Segou,Tominian,Yasso,5236,7021,4975,6809,RGPH
492,Mali,Segou,Macina,Boky Were,5451,7745,5365,7657,RGPH
493,Mali,Segou,Macina,Folomana,3237,4201,3443,4210,RGPH
494,Mali,Segou,Macina,Kokry Centre,5669,8781,5962,8703,RGPH
495,Mali,Segou,Macina,Kolongo,11336,16552,11638,17622,RGPH
496,Mali,Segou,Macina,Macina,11406,17721,12044,18551,RGPH
497,Mali,Segou,Macina,Matomo,5207,7394,5378,7633,RGPH
498,Mali,Segou,Macina,Monimpebougou,11250,16696,11605,17258,RGPH
499,Mali,Segou,Macina,Saloba,13771,17041,14079,17851,RGPH
500,Mali,Segou,Macina,Sana,9399,11432,9930,11910,RGPH
501,Mali,Segou,Macina,Souleye,3481,4747,3754,5120,RGPH
502,Mali,Segou,Macina,Tongue,2684,3542,2764,3710,RGPH
503,Mali,Mopti,Mopti,Bassirou,639,825,730,893,RGPH
504,Mali,Mopti,Mopti,Borondougou,3595,3945,3639,4125,RGPH
505,Mali,Mopti,Mopti,Dialloube,10245,15212,10459,15736,RGPH
506,Mali,Mopti,Mopti,Fatoma,5561,7140,5891,7770,RGPH
507,Mali,Mopti,Mopti,Konna,13343,18308,13384,18482,RGPH
508,Mali,Mopti,Mopti,Korombana,9332,14516,9881,15225,RGPH
509,Mali,Mopti,Mopti,Koubaye,2456,3289,2557,3282,RGPH
510,Mali,Mopti,Mopti,Kounari,6320,7539,6334,7948,RGPH
511,Mali,Mopti,Mopti,Mopti Commune,39820,60080,40652,60706,RGPH
512,Mali,Mopti,Mopti,Ouro Modi,1501,1566,1648,1762,RGPH
513,Mali,Mopti,Mopti,Ouroube Doude,5230,6180,5343,6044,RGPH
514,Mali,Mopti,Mopti,Sio,9048,11921,9334,12209,RGPH
515,Mali,Mopti,Mopti,Socoura,12038,18803,12216,18180,RGPH
516,Mali,Mopti,Mopti,Soye,8880,10760,8841,10463,RGPH
517,Mali,Mopti,Bandiagara,Bandiagara Commune,5818,8847,5681,8319,RGPH
518,Mali,Mopti,Bandiagara,Bara Sara,3497,7541,3514,7492,RGPH
519,Mali,Mopti,Bandiagara,Borko,3114,3354,3344,3677,RGPH
520,Mali,Mopti,Bandiagara,Dandoli,3518,4670,3682,4909,RGPH
521,Mali,Mopti,Bandiagara,Diamnati,5073,6314,5389,6834,RGPH
522,Mali,Mopti,Bandiagara,Dogani Bere,1563,2125,1696,2294,RGPH
523,Mali,Mopti,Bandiagara,Doucoumbo,7288,9906,7697,10929,RGPH
524,Mali,Mopti,Bandiagara,Dourou,8316,9666,8347,9858,RGPH
525,Mali,Mopti,Koro,Kassa,6551,8996,6655,9905,RGPH
526,Mali,Mopti,Bandiagara,Kende,2044,1805,2273,1921,RGPH
527,Mali,Mopti,Bandiagara,Kendie,8999,12153,9594,13329,RGPH
528,Mali,Mopti,Bandiagara,Lowol Gueou,2775,4527,2735,4430,RGPH
529,Mali,Mopti,Bandiagara,Metoumou,5191,6394,5842,7622,RGPH
530,Mali,Mopti,Bandiagara,Ondougou,2137,2585,2397,3072,RGPH
531,Mali,Mopti,Bandiagara,Pelou,1712,2060,1769,2287,RGPH
532,Mali,Mopti,Bandiagara,Pignari,4475,7740,4414,8323,RGPH
533,Mali,Mopti,Bandiagara,Pignari Bana,8930,14464,9365,15615,RGPH
534,Mali,Mopti,Bandiagara,Sangha,11928,15033,12492,15765,RGPH
535,Mali,Mopti,Bandiagara,Segue Ire,5248,6762,5939,8099,RGPH
536,Mali,Mopti,Bandiagara,Soroly,2685,3458,3053,3838,RGPH
537,Mali,Mopti,Bandiagara,Timiri,8951,13628,8961,14124,RGPH
538,Mali,Mopti,Bandiagara,Wadouba,10217,13382,10841,14477,RGPH
539,Mali,Mopti,Bankass,Bankass,11551,15260,11826,15216,RGPH
540,Mali,Mopti,Bankass,Baye,5375,7196,5580,7453,RGPH
541,Mali,Mopti,Bankass,Diallassagou,8374,11256,8043,11453,RGPH
542,Mali,Mopti,Bankass,Dimbal Habe,6925,8686,6777,8996,RGPH
543,Mali,Mopti,Bankass,Kani Bozon,5329,6712,5193,6370,RGPH
544,Mali,Mopti,Bankass,Koulogon Habe,6327,7146,6464,7365,RGPH
545,Mali,Mopti,Bankass,Lessagou Habe,5967,7811,5891,7741,RGPH
546,Mali,Mopti,Bankass,Ouonkoro,8628,11559,8533,11143,RGPH
547,Mali,Mopti,Bankass,Segue,8391,10835,8543,11232,RGPH
548,Mali,Mopti,Bankass,Sokoura,14002,19415,13455,19150,RGPH
549,Mali,Mopti,Bankass,Soubala,3621,5278,3740,5406,RGPH
550,Mali,Mopti,Bankass,Tori,5903,8819,5707,9192,RGPH
551,Mali,Mopti,Youwarou,Bimbere Tama,2775,3990,2975,4249,RGPH
552,Mali,Mopti,Youwarou,Deboye,8071,11537,8158,11615,RGPH
553,Mali,Mopti,Youwarou,Dirma,3373,4045,3380,4073,RGPH
554,Mali,Mopti,Youwarou,Dongo,5189,5687,6066,5789,RGPH
555,Mali,Mopti,Youwarou,Farimake,3381,6035,3517,5881,RGPH
556,Mali,Mopti,Youwarou,N'dodjiga,8685,11127,9164,11182,RGPH
557,Mali,Mopti,Youwarou,Youwarou,8339,11577,8890,11736,RGPH
558,Mali,Mopti,Djenne,Dandougou Fakala,4036,4688,4445,4722,RGPH
559,Mali,Mopti,Djenne,Derrary,2778,3343,2993,3619,RGPH
560,Mali,Mopti,Djenne,Djenne Commune,9700,13320,9858,12947,RGPH
561,Mali,Mopti,Djenne,Fakala,12464,16709,12713,17005,RGPH
562,Mali,Mopti,Djenne,Femaye,6281,7990,6762,8334,RGPH
563,Mali,Mopti,Djenne,Kewa,6690,10834,7145,11191,RGPH
564,Mali,Mopti,Djenne,Madiama,4460,5735,4345,6098,RGPH
565,Mali,Mopti,Djenne,Nema Badenyakafo,16517,22925,17102,23474,RGPH
566,Mali,Mopti,Djenne,Niansanari,1854,2353,2009,2390,RGPH
567,Mali,Mopti,Djenne,Ouro Ali,4076,5309,4185,5517,RGPH
568,Mali,Mopti,Djenne,Pondori,3534,4923,3702,5068,RGPH
569,Mali,Mopti,Djenne,Togue Mourari,3716,4611,4186,5308,RGPH
570,Mali,Mopti,Douentza,Dallah,3288,4092,3049,4011,RGPH
571,Mali,Mopti,Douentza,Dangol Bore,8826,13202,9202,13338,RGPH
572,Mali,Mopti,Douentza,Debere,2574,3435,2630,3518,RGPH
573,Mali,Mopti,Douentza,Dianwely,2995,4356,2953,4293,RGPH
574,Mali,Mopti,Douentza,Djaptodji,13085,18354,13469,17878,RGPH
575,Mali,Mopti,Douentza,Douentza Commune,6559,12369,6579,11636,RGPH
576,Mali,Mopti,Douentza,Gandamia,1589,3015,1514,2946,RGPH
577,Mali,Mopti,Douentza,Haire,9005,15055,8945,14953,RGPH
578,Mali,Mopti,Douentza,Hombori,6446,11551,6864,11552,RGPH
579,Mali,Mopti,Douentza,Kerena,993,2003,856,1900,RGPH
580,Mali,Mopti,Douentza,Korarou,909,1833,935,1616,RGPH
581,Mali,Mopti,Douentza,Koubewel Koundia,5101,6451,5129,6729,RGPH
582,Mali,Mopti,Douentza,Mondoro,10840,21863,10128,20331,RGPH
583,Mali,Mopti,Douentza,Petaka,2350,2850,2285,2703,RGPH
584,Mali,Mopti,Douentza,Tedie,3332,4265,3401,4527,RGPH
585,Mali,Mopti,Koro,Bamba,4943,6388,5367,7015,RGPH
586,Mali,Mopti,Koro,Barapireli,5014,21449,5183,21413,RGPH
587,Mali,Mopti,Koro,Bondo,7381,9708,7578,9884,RGPH
588,Mali,Mopti,Koro,Diankabou,4189,5789,4328,5826,RGPH
589,Mali,Mopti,Koro,Dinangourou,10842,16278,10949,16545,RGPH
590,Mali,Mopti,Koro,Diougani,4043,9655,4004,9521,RGPH
591,Mali,Mopti,Koro,Dougoutene 1,7243,10334,7320,10596,RGPH
592,Mali,Mopti,Koro,Dougoutene 2,7784,10221,8232,10824,RGPH
593,Mali,Mopti,Koro,Koporo Pen,7643,9281,7667,9485,RGPH
594,Mali,Mopti,Koro,Koporokendie Na,7341,9147,7165,9357,RGPH
595,Mali,Mopti,Koro,Koro,21043,31495,20759,31846,RGPH
596,Mali,Mopti,Koro,Madougou,11039,14113,11103,14830,RGPH
597,Mali,Mopti,Koro,Pel Maoude,6226,6750,6296,6909,RGPH
598,Mali,Mopti,Koro,Yoro,6513,9389,6507,9720,RGPH
599,Mali,Mopti,Koro,Youdiou,6846,8221,6735,8257,RGPH
600,Mali,Mopti,Tenenkou,Diafarabe,6288,7423,6586,7484,RGPH
601,Mali,Mopti,Tenenkou,Diaka,8333,9652,8799,9828,RGPH
602,Mali,Mopti,Tenenkou,Diondiori,8106,10117,8539,10375,RGPH
603,Mali,Mopti,Tenenkou,Kareri,9246,13950,9146,13853,RGPH
604,Mali,Mopti,Tenenkou,Ouro Ardo,4999,4987,5318,5354,RGPH
605,Mali,Mopti,Tenenkou,Ouro Guire,3234,3942,3418,4200,RGPH
606,Mali,Mopti,Mopti,Sasalbe,2365,2942,2437,3054,RGPH
607,Mali,Mopti,Tenenkou,Sougoulbe,2996,4372,2874,4883,RGPH
608,Mali,Mopti,Tenenkou,Tenenkou Commune,3630,5595,4045,5679,RGPH
609,Mali,Mopti,Tenenkou,Togoro Kotia,4852,6658,5215,6997,RGPH
610,Mali,Mopti,Tenenkou,Toguere-Coumbe,10591,13522,11022,14053,RGPH
611,Mali,Tombouctou,Tombouctou,Alafia,3682,6362,3818,6550,RGPH
612,Mali,Tombouctou,Tombouctou,Ber,4006,9950,3865,9017,RGPH
613,Mali,Tombouctou,Tombouctou,Bourem Inaly,3806,4066,4544,4489,RGPH
614,Mali,Tombouctou,Tombouctou,Lafia,3503,3807,4011,3947,RGPH
615,Mali,Tombouctou,Tombouctou,Salam,3776,11705,3485,9757,RGPH
616,Mali,Tombouctou,Tombouctou,Tombouctou,14767,27915,14965,26714,RGPH
617,Mali,Tombouctou,Dire,Arham,1039,1358,1203,1461,RGPH
618,Mali,Tombouctou,Dire,Binga,1973,2499,2038,2616,RGPH
619,Mali,Tombouctou,Dire,Bourem Sidi Amar,2885,5462,2839,6142,RGPH
620,Mali,Tombouctou,Dire,Dangha,3603,6426,3613,6479,RGPH
621,Mali,Tombouctou,Dire,Dire,6412,10193,7019,10144,RGPH
622,Mali,Tombouctou,Dire,Garbakoira,2300,2960,2327,2691,RGPH
623,Mali,Tombouctou,Dire,Haibongo,5112,7110,5434,7147,RGPH
624,Mali,Tombouctou,Dire,Kirchamba,1449,2090,1620,2030,RGPH
625,Mali,Tombouctou,Dire,Kondi,1119,1548,1205,1503,RGPH
626,Mali,Tombouctou,Dire,Sareyamou,6045,8417,6443,8529,RGPH
627,Mali,Tombouctou,Dire,Tienkour,1965,3248,2128,3279,RGPH
628,Mali,Tombouctou,Dire,Tindirma,2380,3208,2542,3269,RGPH
629,Mali,Tombouctou,Dire,Tinguereguif,1115,1455,1152,1446,RGPH
630,Mali,Tombouctou,Goundam,Adarmalane,929,463,1031,492,RGPH
631,Mali,Tombouctou,Goundam,Alzounoub,1934,2399,1840,2078,RGPH
632,Mali,Tombouctou,Goundam,Bintagoungou,2947,4065,3212,4248,RGPH
633,Mali,Tombouctou,Goundam,Douekire,6015,8999,6623,9096,RGPH
634,Mali,Tombouctou,Goundam,Doukouria,1232,1468,1199,1297,RGPH
635,Mali,Tombouctou,Goundam,Essakane,4553,5825,4577,5533,RGPH
636,Mali,Tombouctou,Goundam,Gargando,3345,4405,3313,4117,RGPH
637,Mali,Tombouctou,Goundam,Goundam Commune,4411,6225,4619,6361,RGPH
638,Mali,Tombouctou,Goundam,Issa Bery,2202,1989,2472,2137,RGPH
639,Mali,Tombouctou,Goundam,Kaneye,1013,1167,1039,1165,RGPH
640,Mali,Tombouctou,Goundam,M'bouna,2204,1894,2545,1937,RGPH
641,Mali,Tombouctou,Goundam,Razelma,1796,2322,1715,2076,RGPH
642,Mali,Tombouctou,Goundam,Tele,2755,2959,2734,2967,RGPH
643,Mali,Tombouctou,Goundam,Tilemsi,981,3917,912,3475,RGPH
644,Mali,Tombouctou,Goundam,Tin Aicha,951,1503,977,1474,RGPH
645,Mali,Tombouctou,Goundam,Tonka,18059,25698,19762,27578,RGPH
646,Mali,Tombouctou,Gourma-Rharous,Bambara Maoude,4740,8315,4895,8170,RGPH
647,Mali,Tombouctou,Gourma-Rharous,Banikane,2511,2836,2971,2825,RGPH
648,Mali,Tombouctou,Gourma-Rharous,Gossi,4514,11677,4944,12388,RGPH
649,Mali,Tombouctou,Gourma-Rharous,Hamzakoma,1628,4475,1855,4609,RGPH
650,Mali,Tombouctou,Gourma-Rharous,Haribomo,3311,3716,3220,3655,RGPH
651,Mali,Tombouctou,Gourma-Rharous,Inadiatafane,2077,1851,2078,1706,RGPH
652,Mali,Tombouctou,Gourma-Rharous,Ouinerden,1838,3081,1948,3020,RGPH
653,Mali,Tombouctou,Gourma-Rharous,Rharous,7022,12646,8133,13641,RGPH
654,Mali,Tombouctou,Gourma-Rharous,Serere,2752,4246,3197,4388,RGPH
655,Mali,Tombouctou,Niafunke,Banikane Narhawa,7846,10719,8472,10554,RGPH
656,Mali,Tombouctou,Niafunke,Dianke,3569,5171,3635,5276,RGPH
657,Mali,Tombouctou,Niafunke,Fittouga,10464,15014,10569,15083,RGPH
658,Mali,Tombouctou,Niafunke,Koumaira,5540,7296,5550,7135,RGPH
659,Mali,Tombouctou,Niafunke,Lere,5583,8640,5621,8792,RGPH
660,Mali,Tombouctou,Niafunke,N'gorkou,8006,12381,7687,12008,RGPH
661,Mali,Tombouctou,Niafunke,Soboundou,13905,20201,14290,20224,RGPH
662,Mali,Tombouctou,Niafunke,Soumpi,4455,8547,4708,8401,RGPH
663,Mali,Gao,Gao,Anchawadi,5609,10714,5186,9845,RGPH
664,Mali,Gao,Gao,Gabero,8737,12179,10034,13442,RGPH
665,Mali,Gao,Gao,Gao,25486,43593,26715,42760,RGPH
666,Mali,Gao,Gao,Gounzoureye,9783,13445,10187,13804,RGPH
667,Mali,Gao,Gao,N'tillit,5186,11396,4887,10889,RGPH
668,Mali,Gao,Gao,Sony Aliber,14181,23472,15635,24146,RGPH
669,Mali,Gao,Gao,Tilemsi,923,5227,751,4623,RGPH
670,Mali,Gao,Ansongo,Ansongo,9903,14707,10888,15384,RGPH
671,Mali,Gao,Ansongo,Bara,4557,7264,5018,7828,RGPH
672,Mali,Gao,Ansongo,Bourra,6484,9397,6396,9329,RGPH
673,Mali,Gao,Ansongo,Ouattagouna,10492,15153,10491,15110,RGPH
674,Mali,Gao,Ansongo,Talataye,4657,7398,4189,6625,RGPH
675,Mali,Gao,Ansongo,Tessit,3041,7142,2795,6624,RGPH
676,Mali,Gao,Ansongo,Tin Hama,1770,5147,1717,4845,RGPH
677,Mali,Gao,Bourem,Bamba,10159,13474,11576,15142,RGPH
678,Mali,Gao,Bourem,Bourem,9739,13106,11488,14382,RGPH
679,Mali,Gao,Bourem,Taboye,7627,9853,8745,10788,RGPH
680,Mali,Gao,Bourem,Tarkint,3838,10241,3603,8858,RGPH
681,Mali,Gao,Bourem,Temera,6550,9929,7342,10587,RGPH
682,Mali,Gao,Menaka,Alata,,1597,,1259,RGPH
683,Mali,Gao,Menaka,Anderamboukane,5857,9493,5181,8597,RGPH
684,Mali,Gao,Menaka,Inekar,2831,2906,2346,2515,RGPH
685,Mali,Gao,Menaka,Menaka,7592,11828,7189,10831,RGPH
686,Mali,Gao,Menaka,Tidermene,2210,2958,1971,2472,RGPH
687,Mali,Kidal,Kidal,Anefif,2328,2744,1997,2375,RGPH
688,Mali,Kidal,Kidal,Kidal,5750,13996,5409,11973,RGPH
689,Mali,Kidal,Tin-Essako,Intadjedite,,2992,,2435,RGPH
690,Mali,Kidal,Tin-Essako,Tin Essako,1421,1402,1133,1193,RGPH
691,Mali,Kidal,Abeibara,Abeibara,1943,2411,1736,2138,RGPH
692,Mali,Kidal,Abeibara,Boghassa,1308,1765,1289,1613,RGPH
693,Mali,Kidal,Abeibara,Tinzawatene,571,1312,516,1057,RGPH
694,Mali,Kidal,Tessalit,Adjelhoc,2699,4139,2502,3764,RGPH
695,Mali,Kidal,Kidal,Essouk,548,1289,463,1089,RGPH
696,Mali,Kidal,Tessalit,Tessalit,2612,2959,2460,2624,RGPH
697,Mali,Kidal,Tessalit,Timtaghene,752,1326,670,1143,RGPH
698,Mali,Bamako,Bamako,Commune I,99544,168308,95537,166587,RGPH
699,Mali,Bamako,Bamako,Commune II,63565,78690,62788,80670,RGPH
700,Mali,Bamako,Bamako,Commune III,49618,63792,50135,64874,RGPH
701,Mali,Bamako,Bamako,Commune IV,94196,152153,92004,152373,RGPH
702,Mali,Bamako,Bamako,Commune V,94933,206749,92634,206517,RGPH
703,Mali,Bamako,Bamako,Commune VI,113111,237951,108231,231702,RGPH
