Admin0_Nam,Pcode_Ad_0,Admin1_Nam,Pcode_Ad_1,Admin2_Nam,Pcode_Ad_2,Admin3_Nam,Pcode_Ad_3,annee,female,male,total,source
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Defina,ML030105,2017,5444,4973,10417,OCHA
Mali,ML,Tombouctou,ML06,Dire,ML0601,Dangha,ML060104,2017,8420,8351,16771,OCHA
Mali,ML,Tombouctou,ML06,Dire,ML0601,Haibongo,ML060107,2017,9288,9240,18528,OCHA
Mali,ML,Tombouctou,ML06,Dire,ML0601,Kirchamba,ML060108,2017,2638,2716,5354,OCHA
Mali,ML,Tombouctou,ML06,Dire,ML0601,Kondi,ML060109,2017,1953,2011,3964,OCHA
Mali,ML,Tombouctou,ML06,Dire,ML0601,Sareyamou,ML060110,2017,11084,10939,22023,OCHA
Mali,ML,Tombouctou,ML06,Dire,ML0601,Dire,ML060105,2017,13183,13247,26430,OCHA
Mali,ML,Tombouctou,ML06,Goundam,ML0602,Tilemsi,ML060214,2017,4516,5090,9606,OCHA
Mali,ML,Tombouctou,ML06,Goundam,ML0602,Bintagoungou,ML060203,2017,5520,5283,10803,OCHA
Mali,ML,Tombouctou,ML06,Goundam,ML0602,Douekire,ML060204,2017,11821,11695,23516,OCHA
Mali,ML,Tombouctou,ML06,Goundam,ML0602,Essakane,ML060206,2017,7191,7570,14761,OCHA
Mali,ML,Tombouctou,ML06,Goundam,ML0602,Kaneye,ML060210,2017,1514,1516,3030,OCHA
Mali,ML,Tombouctou,ML06,Goundam,ML0602,M'bouna,ML060211,2017,2517,2461,4978,OCHA
Mali,ML,Tombouctou,ML06,Goundam,ML0602,Razelma,ML060212,2017,2698,3017,5715,OCHA
Mali,ML,Kayes,ML01,Kenieba,ML0104,Dombia,ML010404,2017,5092,4757,9849,OCHA
Mali,ML,Kayes,ML01,Kita,ML0105,Souransan Tomoto,ML010531,2017,5660,5408,11068,OCHA
Mali,ML,Kayes,ML01,Kita,ML0105,Sefeto Nord,ML010527,2017,7967,7047,15014,OCHA
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Koussan,ML030607,2017,6590,6649,13239,OCHA
Mali,ML,Kayes,ML01,Kita,ML0105,Kita Nord,ML010514,2017,5497,5633,11130,OCHA
Mali,ML,Kayes,ML01,Kayes,ML0103,Koniakary,ML010315,2017,5300,5275,10575,OCHA
Mali,ML,Kayes,ML01,Kayes,ML0103,Marintoumania,ML010320,2017,5274,5197,10471,OCHA
Mali,ML,Kayes,ML01,Kayes,ML0103,Marena Diombougou,ML010319,2017,12570,11687,24257,OCHA
Mali,ML,Kayes,ML01,Kayes,ML0103,Khouloum,ML010314,2017,12030,12645,24675,OCHA
Mali,ML,Kayes,ML01,Kayes,ML0103,Karakoro,ML010311,2017,10094,9660,19754,OCHA
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Kouroulamini,ML030115,2017,4127,3985,8112,OCHA
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Faradiele,ML030108,2017,1739,1753,3492,OCHA
Mali,ML,Segou,ML04,Baroueli,ML0401,Dougoufie,ML040103,2017,6130,5899,12029,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Sama Foulala,ML040622,2017,4717,4418,9135,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Benkadi,ML030501,2017,5312,5034,10346,OCHA
Mali,ML,Kayes,ML01,Kayes,ML0103,Gory Gopela,ML010307,2017,5101,5117,10218,OCHA
Mali,ML,Kayes,ML01,Diema,ML0102,Sansankide,ML010215,2017,3297,3163,6460,OCHA
Mali,ML,Kayes,ML01,Diema,ML0102,Guedebine,ML010211,2017,3298,3312,6610,OCHA
Mali,ML,Kayes,ML01,Diema,ML0102,Groumera,ML010210,2017,7875,7089,14964,OCHA
Mali,ML,Kayes,ML01,Diema,ML0102,Gomitradougou,ML010209,2017,4752,4726,9478,OCHA
Mali,ML,Kayes,ML01,Diema,ML0102,Fassou Debe,ML010207,2017,3646,3459,7105,OCHA
Mali,ML,Kayes,ML01,Diema,ML0102,Lambidou,ML010213,2017,10082,9133,19215,OCHA
Mali,ML,Kayes,ML01,Yelimane,ML0107,Soumpou,ML010710,2017,3233,3071,6304,OCHA
Mali,ML,Kayes,ML01,Yelimane,ML0107,Marekaffo,ML010709,2017,3667,3249,6916,OCHA
Mali,ML,Kayes,ML01,Yelimane,ML0107,Gory,ML010704,2017,8405,7965,16370,OCHA
Mali,ML,Kayes,ML01,Yelimane,ML0107,Diafounou Diongaga,ML010701,2017,6515,6057,12572,OCHA
Mali,ML,Kayes,ML01,Nioro,ML0106,Youri,ML010616,2017,4891,4353,9244,OCHA
Mali,ML,Kayes,ML01,Nioro,ML0106,Troungoumbe,ML010614,2017,8453,7770,16223,OCHA
Mali,ML,Kayes,ML01,Nioro,ML0106,Nioro Tougoune Ranga,ML010611,2017,8822,8327,17149,OCHA
Mali,ML,Kayes,ML01,Nioro,ML0106,Kadiaba Kadiel,ML010608,2017,6422,6472,12894,OCHA
Mali,ML,Kayes,ML01,Nioro,ML0106,Diaye Coura,ML010604,2017,9303,8517,17820,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Sangarebougou,ML020432,2017,30105,31210,61315,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Farako,ML040610,2017,7905,7387,15292,OCHA
Mali,ML,Tombouctou,ML06,Tombouctou,ML0605,Alafia,ML060501,2017,8512,8268,16780,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Dialakorodji,ML020408,2017,30727,30969,61696,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Diago,ML020406,2017,6139,6089,12228,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Dombila,ML020412,2017,8953,8524,17477,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Sebougou,ML040625,2017,10809,10302,21111,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Diganibougou,ML040606,2017,10184,10109,20293,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,N'golonianasso,ML030422,2017,13327,12399,25726,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Fagui,ML030403,2017,7306,6918,14224,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Tella,ML030538,2017,5078,4804,9882,OCHA
Mali,ML,Koulikouro,ML02,Dioila,ML0202,Wacoro,ML020222,2017,9821,9667,19488,OCHA
Mali,ML,Koulikouro,ML02,Dioila,ML0202,Diouman,ML020207,2017,12370,12544,24914,OCHA
Mali,ML,Koulikouro,ML02,Dioila,ML0202,Kilidougou,ML020214,2017,10303,9845,20148,OCHA
Mali,ML,Sikasso,ML03,Kolondieba,ML0303,N'golodiana,ML030310,2017,4700,4227,8927,OCHA
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Syen Toula,ML030121,2017,6185,6098,12283,OCHA
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Tagandougou,ML030610,2017,9856,9775,19631,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Sinkolo,ML030427,2017,8260,7869,16129,OCHA
Mali,ML,Koulikouro,ML02,Dioila,ML0202,Dolendougou,ML020208,2017,9600,8875,18475,OCHA
Mali,ML,Koulikouro,ML02,Dioila,ML0202,Benkadi,ML020202,2017,5311,4951,10262,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Fakolo,ML030404,2017,7506,7114,14620,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Gouadji Kao,ML030406,2017,8902,8543,17445,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Karagouana Malle,ML030409,2017,4835,4725,9560,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Koningue,ML030412,2017,10778,10160,20938,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Logouana,ML030417,2017,5628,5286,10914,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Nafanga,ML030420,2017,5851,5573,11424,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Nampe,ML030421,2017,3177,3092,6269,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,N'goutjina,ML030423,2017,12802,12629,25431,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Sincina,ML030426,2017,12569,12174,24743,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Songo Doubacoro,ML030428,2017,9763,9412,19175,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Sorobasso,ML030430,2017,3788,3637,7425,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Tao,ML030431,2017,4083,3642,7725,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Zanina,ML030435,2017,4944,4701,9645,OCHA
Mali,ML,Sikasso,ML03,Kolondieba,ML0303,Bougoula,ML030301,2017,4192,3967,8159,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Zanferebougou,ML030541,2017,3138,2906,6044,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Tiankadi,ML030539,2017,3219,2897,6116,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Sokourani Missirikoro,ML030537,2017,2260,2120,4380,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Sanzana,ML030535,2017,7561,7118,14679,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Pimperna,ML030534,2017,6269,5822,12091,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Dialakoro,ML030505,2017,3692,3422,7114,OCHA
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Yallankoro-Soloba,ML030612,2017,7621,7028,14649,OCHA
Mali,ML,Sikasso,ML03,Yorosso,ML0307,Menamba 1,ML030707,2017,6872,6796,13668,OCHA
Mali,ML,Segou,ML04,Baroueli,ML0401,Tesserla,ML040111,2017,3980,3967,7947,OCHA
Mali,ML,Segou,ML04,Niono,ML0404,Yeredon Saniona,ML040412,2017,11418,11070,22488,OCHA
Mali,ML,Segou,ML04,Niono,ML0404,Toridaga Ko,ML040411,2017,20027,18644,38671,OCHA
Mali,ML,Segou,ML04,San,ML0405,Diakourouna,ML040503,2017,7705,7493,15198,OCHA
Mali,ML,Segou,ML04,San,ML0405,Djeguena,ML040505,2017,2710,2537,5247,OCHA
Mali,ML,Segou,ML04,San,ML0405,Karaba,ML040508,2017,5724,5567,11291,OCHA
Mali,ML,Segou,ML04,San,ML0405,Niamana,ML040513,2017,6236,6214,12450,OCHA
Mali,ML,Segou,ML04,San,ML0405,N'torosso,ML040515,2017,6667,6583,13250,OCHA
Mali,ML,Segou,ML04,San,ML0405,Sourountouna,ML040520,2017,8092,7979,16071,OCHA
Mali,ML,Segou,ML04,San,ML0405,Tene,ML040522,2017,13572,13266,26838,OCHA
Mali,ML,Segou,ML04,San,ML0405,Waki,ML040525,2017,5787,5754,11541,OCHA
Mali,ML,Segou,ML04,San,ML0405,Kassorola,ML040509,2017,10663,10567,21230,OCHA
Mali,ML,Segou,ML04,San,ML0405,Kaniegue,ML040507,2017,4592,4657,9249,OCHA
Mali,ML,Segou,ML04,San,ML0405,Dieli,ML040504,2017,9316,8851,18167,OCHA
Mali,ML,Segou,ML04,Bla,ML0402,Koulandougou,ML040211,2017,3094,3024,6118,OCHA
Mali,ML,Segou,ML04,Bla,ML0402,Samabogo,ML040213,2017,8928,8234,17162,OCHA
Mali,ML,Segou,ML04,Bla,ML0402,Tiemena,ML040215,2017,7552,6958,14510,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Sakoiba,ML040621,2017,11963,11794,23757,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Pelengana,ML040620,2017,36444,36112,72556,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,N'gara,ML040618,2017,7812,7396,15208,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Markala,ML040616,2017,30335,29332,59667,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Farakou Massa,ML040611,2017,9899,9211,19110,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Dougabougou,ML040609,2017,18074,18239,36313,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Diouna,ML040608,2017,6034,5842,11876,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Dioro,ML040607,2017,31058,29511,60569,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Diedougou,ML040605,2017,10771,10702,21473,OCHA
Mali,ML,Segou,ML04,Macina,ML0403,Tongue,ML040311,2017,4820,4601,9421,OCHA
Mali,ML,Segou,ML04,Macina,ML0403,Matomo,ML040306,2017,9916,9606,19522,OCHA
Mali,ML,Segou,ML04,Tominian,ML0407,Benena,ML040701,2017,11553,11743,23296,OCHA
Mali,ML,Segou,ML04,Tominian,ML0407,Fangasso,ML040703,2017,15517,15422,30939,OCHA
Mali,ML,Segou,ML04,Tominian,ML0407,Koula,ML040704,2017,11931,11569,23500,OCHA
Mali,ML,Segou,ML04,Tominian,ML0407,Mafoune,ML040706,2017,15178,15070,30248,OCHA
Mali,ML,Segou,ML04,Tominian,ML0407,Ouan,ML040708,2017,5975,5858,11833,OCHA
Mali,ML,Segou,ML04,Tominian,ML0407,Mandiakuy,ML040707,2017,13354,14041,27395,OCHA
Mali,ML,Segou,ML04,Tominian,ML0407,Lanfiala,ML040705,2017,6229,6036,12265,OCHA
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Ouroun,ML030117,2017,3635,3568,7203,OCHA
Mali,ML,Sikasso,ML03,Kadiolo,ML0302,Diou,ML030201,2017,2286,2265,4551,OCHA
Mali,ML,Sikasso,ML03,Kadiolo,ML0302,Kai,ML030205,2017,5646,4987,10633,OCHA
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Garalo,ML030110,2017,22122,20438,42560,OCHA
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Domba,ML030107,2017,9145,8844,17989,OCHA
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Sankarani,ML030608,2017,5070,4755,9825,OCHA
Mali,ML,Koulikouro,ML02,Kangaba,ML0203,Kaniogo,ML020303,2017,11013,10794,21807,OCHA
Mali,ML,Koulikouro,ML02,Kangaba,ML0203,Maramandougou,ML020305,2017,9487,9402,18889,OCHA
Mali,ML,Koulikouro,ML02,Kangaba,ML0203,Minidian,ML020306,2017,11840,11709,23549,OCHA
Mali,ML,Koulikouro,ML02,Dioila,ML0202,Diedougou,ML020206,2017,23843,22790,46633,OCHA
Mali,ML,Sikasso,ML03,Kadiolo,ML0302,Nimbougou,ML030208,2017,5745,5198,10943,OCHA
Mali,ML,Sikasso,ML03,Kadiolo,ML0302,Zegoua,ML030209,2017,21615,21410,43025,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Gouadie Sougouna,ML030405,2017,7228,6690,13918,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Kafo Faboli,ML030407,2017,9599,8856,18455,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Kapala,ML030408,2017,5461,5312,10773,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Kolonigue,ML030410,2017,15318,14510,29828,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Kouniana,ML030415,2017,3089,2945,6034,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Miena,ML030418,2017,8857,8075,16932,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,M'pessoba,ML030419,2017,23859,22042,45901,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,N'tossoni,ML030425,2017,4561,4197,8758,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Songoua,ML030429,2017,4117,3936,8053,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Yognogo,ML030432,2017,3080,3114,6194,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Zanfigue,ML030433,2017,10064,9733,19797,OCHA
Mali,ML,Sikasso,ML03,Kolondieba,ML0303,Fakola,ML030302,2017,18818,18130,36948,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Konina,ML030411,2017,9207,8794,18001,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Diedougou,ML030401,2017,3662,3505,7167,OCHA
Mali,ML,Sikasso,ML03,Koutiala,ML0304,Zebala,ML030436,2017,11688,10774,22462,OCHA
Mali,ML,Sikasso,ML03,Kolondieba,ML0303,Kebila,ML030305,2017,22643,20346,42989,OCHA
Mali,ML,Sikasso,ML03,Kolondieba,ML0303,Mena,ML030308,2017,4166,3832,7998,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Natien,ML030530,2017,4721,4265,8986,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,N'tjikouna,ML030533,2017,2486,2494,4980,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Missirikoro,ML030529,2017,2934,2788,5722,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Miria,ML030528,2017,6937,6039,12976,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Kourouma,ML030525,2017,9877,9273,19150,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Kolokoba,ML030522,2017,5398,4609,10007,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Kofan,ML030521,2017,7246,6132,13378,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Klela,ML030520,2017,16462,15848,32310,OCHA
Mali,ML,Kayes,ML01,Kita,ML0105,Dindanko,ML010506,2017,6521,6400,12921,OCHA
Mali,ML,Kayes,ML01,Kita,ML0105,Madina,ML010521,2017,9287,8932,18219,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Faraba,ML020414,2017,8020,8034,16054,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Tiakadougou Dialakoro,ML020435,2017,5039,4961,10000,OCHA
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Baya,ML030601,2017,15995,15787,31782,OCHA
Mali,ML,Koulikouro,ML02,Kangaba,ML0203,Selefougou,ML020309,2017,3031,2993,6024,OCHA
Mali,ML,Koulikouro,ML02,Dioila,ML0202,N'dlondougou,ML020217,2017,13859,13416,27275,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Dogoni,ML030507,2017,9063,8382,17445,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Dembela,ML030504,2017,8274,7969,16243,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Kignan,ML030519,2017,17089,16641,33730,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Kapolondougou,ML030518,2017,9976,9081,19057,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Kapala,ML030517,2017,6814,6547,13361,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Gongasso,ML030513,2017,5964,5476,11440,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Farakala,ML030510,2017,5082,4775,9857,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Doumanaba,ML030508,2017,9480,8529,18009,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Blendio,ML030502,2017,8312,7609,15921,OCHA
Mali,ML,Sikasso,ML03,Sikasso,ML0305,Finkolo,ML030511,2017,9342,9078,18420,OCHA
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Bolo-Fouta,ML030602,2017,2941,2811,5752,OCHA
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Djallon-Foula,ML030603,2017,7276,7270,14546,OCHA
Mali,ML,Sikasso,ML03,Yorosso,ML0307,Boura,ML030701,2017,14498,14362,28860,OCHA
Mali,ML,Sikasso,ML03,Yorosso,ML0307,Karangana,ML030702,2017,11423,10685,22108,OCHA
Mali,ML,Sikasso,ML03,Yorosso,ML0307,Kiffosso 1,ML030703,2017,12916,12337,25253,OCHA
Mali,ML,Sikasso,ML03,Yorosso,ML0307,Koumbia,ML030704,2017,16642,16402,33044,OCHA
Mali,ML,Sikasso,ML03,Yorosso,ML0307,Koury,ML030705,2017,35660,34872,70532,OCHA
Mali,ML,Kayes,ML01,Kita,ML0105,Guemoukouraba,ML010511,2017,6902,6256,13158,OCHA
Mali,ML,Kayes,ML01,Diema,ML0102,Dianguirde,ML010203,2017,7958,7615,15573,OCHA
Mali,ML,Kayes,ML01,Diema,ML0102,Dioumara Koussata,ML010206,2017,10753,10397,21150,OCHA
Mali,ML,Koulikouro,ML02,Kolokani,ML0205,Sagabala,ML020508,2017,11811,11194,23005,OCHA
Mali,ML,Koulikouro,ML02,Kolokani,ML0205,Didieni,ML020501,2017,22021,20976,42997,OCHA
Mali,ML,Sikasso,ML03,Yanfolila,ML0306,Djiguiya De Koloni,ML030604,2017,4502,4414,8916,OCHA
Mali,ML,Sikasso,ML03,Yorosso,ML0307,Mahou,ML030706,2017,10466,10641,21107,OCHA
Mali,ML,Sikasso,ML03,Yorosso,ML0307,Ourikela,ML030708,2017,15820,15144,30964,OCHA
Mali,ML,Sikasso,ML03,Yorosso,ML0307,Yorosso,ML030709,2017,14901,14470,29371,OCHA
Mali,ML,Segou,ML04,Baroueli,ML0401,Konobougou,ML040106,2017,24512,23865,48377,OCHA
Mali,ML,Segou,ML04,Baroueli,ML0401,Kalake,ML040105,2017,11090,10358,21448,OCHA
Mali,ML,Segou,ML04,Baroueli,ML0401,Baraoueli,ML040101,2017,27819,27866,55685,OCHA
Mali,ML,Segou,ML04,Niono,ML0404,Pogo,ML040407,2017,10630,10579,21209,OCHA
Mali,ML,Segou,ML04,San,ML0405,Kava,ML040510,2017,12052,11795,23847,OCHA
Mali,ML,Sikasso,ML03,Bougouni,ML0301,Yiridougou,ML030125,2017,6499,5813,12312,OCHA
Mali,ML,Koulikouro,ML02,Kolokani,ML0205,Sebecoro 1,ML020509,2017,12632,12111,24743,OCHA
Mali,ML,Koulikouro,ML02,Kolokani,ML0205,Guihoyo,ML020502,2017,14285,13689,27974,OCHA
Mali,ML,Segou,ML04,Bla,ML0402,Beguene,ML040201,2017,7926,7534,15460,OCHA
Mali,ML,Segou,ML04,Bla,ML0402,Bla,ML040202,2017,30317,28763,59080,OCHA
Mali,ML,Segou,ML04,Bla,ML0402,Diaramana,ML040203,2017,13515,12537,26052,OCHA
Mali,ML,Segou,ML04,Bla,ML0402,Dougouolo,ML040205,2017,5821,5495,11316,OCHA
Mali,ML,Segou,ML04,Bla,ML0402,Kazangasso,ML040208,2017,4070,3726,7796,OCHA
Mali,ML,Segou,ML04,Bla,ML0402,Kemeni,ML040209,2017,8961,8476,17437,OCHA
Mali,ML,Segou,ML04,Bla,ML0402,Niala,ML040212,2017,6905,6427,13332,OCHA
Mali,ML,Segou,ML04,Bla,ML0402,Somasso,ML040214,2017,7275,6948,14223,OCHA
Mali,ML,Segou,ML04,Bla,ML0402,Yangasso,ML040217,2017,14245,13837,28082,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Togou,ML040630,2017,7426,6944,14370,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Soignebougou,ML040628,2017,2016,2009,4025,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Sibila,ML040627,2017,12847,11973,24820,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Sansanding,ML040624,2017,15250,15150,30400,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,N'koumandougou,ML040619,2017,8870,8870,17740,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Massala,ML040617,2017,4787,4701,9488,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Kourouba,ML020419,2017,3825,3748,7573,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Bancoumana,ML020402,2017,15254,15378,30632,OCHA
Mali,ML,Koulikouro,ML02,Kati,ML0204,Niagadina,ML020425,2017,6997,6569,13566,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Kamiandougou,ML040613,2017,9899,9818,19717,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Boussin,ML040603,2017,7756,7189,14945,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Bellen,ML040602,2017,4418,4565,8983,OCHA
Mali,ML,Segou,ML04,Segou,ML0406,Baguindabougou,ML040601,2017,6803,6696,13499,OCHA
Mali,ML,Segou,ML04,Macina,ML0403,Souleye,ML040310,2017,6651,6167,12818,OCHA
Mali,ML,Segou,ML04,Macina,ML0403,Sana,ML040309,2017,15473,14852,30325,OCHA
Mali,ML,Segou,ML04,Macina,ML0403,Saloba,ML040308,2017,23192,22139,45331,OCHA
Mali,ML,Mopti,ML05,Djenne,ML0503,Ouro Ali,ML050310,2017,7166,6896,14062,OCHA
Mali,ML,Mopti,ML05,Djenne,ML0503,Dandougou Fakala,ML050301,2017,6133,6089,12222,OCHA
Mali,ML,Mopti,ML05,Douentza,ML0504,Petaka,ML050414,2017,3511,3702,7213,OCHA
Mali,ML,Mopti,ML05,Douentza,ML0504,Koubewel Koundia,ML050412,2017,8740,8379,17119,OCHA
Mali,ML,Mopti,ML05,Douentza,ML0504,Dallah,ML050401,2017,5210,5315,10525,OCHA
Mali,ML,Mopti,ML05,Mopti,ML0506,Kounari,ML050608,2017,10324,9793,20117,OCHA
Mali,ML,Mopti,ML05,Mopti,ML0506,Konna,ML050605,2017,24007,23781,47788,OCHA
Mali,ML,Mopti,ML05,Mopti,ML0506,Fatoma,ML050604,2017,10093,9274,19367,OCHA
Mali,ML,Mopti,ML05,Mopti,ML0506,Dialloube,ML050603,2017,20440,19760,40200,OCHA
Mali,ML,Mopti,ML05,Mopti,ML0506,Borondougou,ML050602,2017,5358,5124,10482,OCHA
Mali,ML,Mopti,ML05,Mopti,ML0506,Bassirou,ML050601,2017,1159,1071,2230,OCHA
